#gene name,lfc,pval,condition
gene_568,-3.66618038339764e-06,1,sample_8
gene_614,-1.92668689105545e-06,0.947740398652634,sample_8
gene_296,3.6377510159972e-06,1,sample_8
gene_550,4.36630213019126e-06,0.695861141144786,sample_8
gene_468,-1.15775167152419e-06,1,sample_8
gene_786,-1.21541057229299e-06,1,sample_8
gene_277,-1.60214346283194e-06,1,sample_8
gene_830,1.57294334546818e-06,1,sample_8
gene_271,-2.35052446931593e-06,6.28223847555066e-07,sample_8
gene_923,-2.96241840805158e-06,1,sample_8
gene_208,4.67612169560794e-06,1,sample_8
gene_328,-5.42517488033417e-07,1,sample_8
gene_900,0.000200522553813359,1,sample_8
gene_50,4.22749708755835e-06,1,sample_8
gene_153,-1.40041721590966e-06,1,sample_8
gene_203,-9.85946414764242e-06,1,sample_8
gene_41,7.10006952061307e-07,1,sample_8
gene_312,1.91639880540351e-06,1,sample_8
gene_450,-1.21061639094415e-06,1,sample_8
gene_266,2.99362429289223e-08,1,sample_8
gene_87,-1.45518015427846e-07,1,sample_8
gene_978,-1.06191770844877e-05,1,sample_8
gene_907,6.2942469306309e-06,1,sample_8
gene_58,2.54292110726454,0.0494778996031523,sample_8
gene_30,5.9655716781396e-07,0.57349322734815,sample_8
gene_37,6.36199651227512e-06,0.819046500827242,sample_8
gene_971,-1.8061006196895e-06,1,sample_8
gene_24,-2.35927920913537e-07,1,sample_8
gene_427,-2.44596261089335e-07,0.981187092738203,sample_8
gene_649,-5.89245827217633e-06,1.43881561813538e-08,sample_8
gene_396,-1.10712470907297e-06,0.00975805567312883,sample_8
gene_374,-9.7039666924876e-07,0.0570901980967685,sample_8
gene_61,5.34802052979871e-06,1,sample_8
gene_534,5.62097217723893e-06,1,sample_8
gene_951,-1.38066294601045e-06,1,sample_8
gene_460,9.26168665301571e-06,1,sample_8
gene_717,3.75344746132021e-06,1,sample_8
gene_653,-7.00765246098899e-07,0.838283152581448,sample_8
gene_361,4.67408130107641e-06,1,sample_8
gene_815,2.7384116848149e-06,1,sample_8
gene_14,-3.82273432110062e-06,1,sample_8
gene_600,-5.05560983619021e-06,1,sample_8
gene_371,-1.25067512492496e-06,0.354354400090948,sample_8
gene_531,2.09132560209746e-06,0.711827403045716,sample_8
gene_999,6.95404372402007e-07,1,sample_8
gene_497,4.40721388373848e-06,1,sample_8
gene_434,3.15329115531236e-06,1,sample_8
gene_304,7.52327895507559e-06,1,sample_8
gene_134,-2.82209316138094e-06,1,sample_8
gene_778,-3.05835862928419e-06,1,sample_8
gene_232,-2.47652927422554e-06,1,sample_8
gene_289,-2.09309867696143e-05,0.779389234817507,sample_8
gene_387,-7.88991233412646e-07,0.250520600373758,sample_8
gene_791,4.7523207934965e-07,1,sample_8
gene_702,-6.01024254359351e-07,0.646009894097349,sample_8
gene_135,-2.04212907177851e-06,0.996604935888432,sample_8
gene_662,7.05561369094153e-06,0.259660909337291,sample_8
gene_488,1.11491652404195e-05,1,sample_8
gene_543,-3.33122345445039e-07,1,sample_8
gene_10,3.17700092759742e-06,0.663457514870539,sample_8
gene_986,4.92505174681218e-06,0.483978023810731,sample_8
gene_411,1.27516528394002e-06,1,sample_8
gene_993,-2.96849720767793e-07,1,sample_8
gene_29,9.75966256669901e-07,1,sample_8
gene_161,-1.07282838995652e-06,1,sample_8
gene_67,7.21149536696852e-06,0.0845994444813657,sample_8
gene_416,-3.29797831302228e-07,1,sample_8
gene_26,-5.50251061309275e-06,0.369359296969766,sample_8
gene_35,4.66712847137354e-07,1,sample_8
gene_659,1.52264650643134e-06,1,sample_8
gene_684,-1.29814339712225e-06,1,sample_8
gene_311,-3.29054904961586e-06,1,sample_8
gene_195,-9.61727157807358e-07,1,sample_8
gene_589,2.82371528829559e-06,1,sample_8
gene_974,1.06843005355386e-05,0.466528519199864,sample_8
gene_453,5.08811495432363e-06,1,sample_8
gene_582,-2.69944341429044e-06,0.130067480534688,sample_8
gene_617,-1.47350749063802e-06,0.000560299042637301,sample_8
gene_804,1.76038607303289e-06,0.609628596155946,sample_8
gene_102,3.54088112425369,0.0510131052730126,sample_8
gene_15,-1.34266666643682e-07,1,sample_8
gene_780,-1.25921832940115e-06,0.0478357736741581,sample_8
gene_794,-2.93450598948316e-07,1,sample_8
gene_207,-1.06216617053082e-06,1,sample_8
gene_811,2.85466755673633e-07,1,sample_8
gene_236,2.19780751229881,0.071798333105998,sample_8
gene_671,-8.63290542918929e-07,0.0124242728772595,sample_8
gene_544,1.66650421895893e-06,0.51704284118702,sample_8
gene_315,3.78604920626921e-07,1,sample_8
gene_227,-2.05437989924916e-06,0.247842058946607,sample_8
gene_295,-2.4542781276499e-06,0.770097177668041,sample_8
gene_685,-4.93340893968197e-06,0.777606105649125,sample_8
gene_483,1.04936898122512e-06,1,sample_8
gene_424,-3.7232455764049e-06,1,sample_8
gene_301,1.82638533537404e-07,1,sample_8
gene_249,6.22128606315558e-07,1,sample_8
gene_548,-9.73987442472140e-09,1,sample_8
gene_688,3.00014605479598e-06,0.391883141834752,sample_8
gene_74,8.64577847371133e-06,0.426269380598216,sample_8
gene_445,1.23918913823677e-06,0.91638485176409,sample_8
gene_412,1.18068475626412e-06,0.908870053695353,sample_8
gene_145,1.96861934383994e-05,1,sample_8
gene_774,1.28581333934468e-05,1,sample_8
gene_823,-1.12156036774011e-06,0.513700425921524,sample_8
gene_694,-8.54131982508227e-07,1,sample_8
gene_906,6.50638967222124e-06,1,sample_8
gene_56,4.18179991685786e-06,1,sample_8
gene_162,-1.6059897689927e-08,1,sample_8
gene_176,2.61304573060977e-08,1,sample_8
gene_565,1.0755044739646e-05,1,sample_8
gene_914,3.60044616466094e-07,1,sample_8
gene_865,4.29189488674456e-05,1,sample_8
gene_926,-4.00524657498253e-06,1,sample_8
gene_398,5.28270311106515e-06,1,sample_8
gene_840,3.70235213077052e-06,1,sample_8
gene_418,1.89832660561171e-05,1,sample_8
gene_796,1.23413902105999e-06,1,sample_8
gene_409,5.20931410022409e-06,1,sample_8
gene_803,8.6297696760355e-08,1,sample_8
gene_909,-1.9554404060225e-06,1,sample_8
gene_899,4.71079662335318e-07,1,sample_8
gene_502,1.836769524954e-07,1,sample_8
gene_985,8.92370350048263e-07,1,sample_8
gene_160,3.98449178205033e-07,0.510025224517882,sample_8
gene_308,1.58907326293138e-06,1,sample_8
gene_390,5.41324056592949e-07,1,sample_8
gene_952,7.82225831186164e-06,0.456616753340873,sample_8
gene_260,-1.26163563431582e-07,1,sample_8
gene_54,1.1637982194349e-06,0.49139729282896,sample_8
gene_663,4.17579269873237e-06,0.836889487519733,sample_8
gene_959,1.16502813676351e-05,0.854974100894566,sample_8
gene_931,3.93608070019327e-06,0.336859093412121,sample_8
gene_648,7.04649699037228e-06,0.280883065519986,sample_8
gene_660,1.086789531793e-06,1,sample_8
gene_596,-2.21921388860095e-06,1,sample_8
gene_739,-2.21017031187711e-07,0.888887334906156,sample_8
gene_187,-8.4920047613567e-08,1,sample_8
gene_313,-3.82325026611931e-07,0.46321083388744,sample_8
gene_541,2.88324692243033e-06,0.365310990403654,sample_8
gene_422,3.1661368598521e-07,0.797976832774872,sample_8
gene_577,2.72206645451069e-07,0.788041196726567,sample_8
gene_772,1.13460374638155e-06,0.462931507936683,sample_8
gene_353,-7.42462096226346e-08,1,sample_8
gene_639,-3.63938543612433e-08,1,sample_8
gene_331,-1.31396427535992e-07,0.924499918050231,sample_8
gene_646,-2.11598905639755e-07,0.848530516580253,sample_8
gene_342,-1.21679734994065e-08,1,sample_8
gene_16,1.37679263533469e-05,1,sample_8
gene_776,2.76960330312929e-07,0.936047311318217,sample_8
gene_845,1.71845418305766e-06,0.453027822235713,sample_8
gene_200,-9.55184215407635e-07,1,sample_8
gene_184,-7.40755568059626e-08,1,sample_8
gene_755,-1.30229055916189e-06,1,sample_8
gene_466,2.39118579333253e-06,0.323500872253166,sample_8
gene_299,-1.08397596620551e-08,0.998426155494477,sample_8
gene_379,2.22075022663105,0.029662354566593,sample_8
gene_355,-1.79782912933588e-07,1,sample_8
gene_762,7.86353148896531e-07,0.440548170304081,sample_8
gene_584,7.84089390671896e-08,1,sample_8
gene_572,2.47844809168126e-06,0.200659864757429,sample_8
gene_595,1.26044929938971e-06,0.665814499526378,sample_8
gene_610,-4.15646538825329e-08,1,sample_8
gene_484,-9.75285592588283e-10,0.996942585805655,sample_8
gene_869,2.33231632575305e-06,0.394377420396653,sample_8
gene_458,6.04403484958886e-06,0.486821297352681,sample_8
gene_753,-3.32425663633723e-06,1,sample_8
gene_4,4.87892720452061e-06,1,sample_8
gene_253,1.08732651200345e-05,1,sample_8
gene_144,1.80793796900567e-05,1,sample_8
gene_561,-2.14077847580014e-06,1,sample_8
gene_742,1.14414575323188e-05,1,sample_8
gene_636,-2.9171157025301e-06,0.821516666077461,sample_8
gene_989,-4.76588935040938e-06,1,sample_8
gene_501,-2.18007255654682e-06,1,sample_8
gene_863,-1.19439206038426e-06,1,sample_8
gene_449,-4.81552179824549e-07,1,sample_8
gene_288,-3.37270861656717e-06,0.898510346852109,sample_8
gene_99,-1.11692563303759e-06,1,sample_8
gene_761,-2.64491372164044e-06,0.182375144929848,sample_8
gene_844,-1.55320286533173e-06,0.63907470536268,sample_8
gene_57,-6.25537031875148e-07,1,sample_8
gene_114,1.87027266309382,0.0362366573446865,sample_8
gene_111,-3.46142636598037e-06,0.0541613000939408,sample_8
gene_816,3.69686174749671e-06,0.777933191573205,sample_8
gene_233,3.67552128188528e-06,0.213565141184081,sample_8
gene_870,-2.09813129502074e-06,1,sample_8
gene_124,-5.68184743096861e-07,1,sample_8
gene_104,-1.47680112976422e-06,1,sample_8
gene_618,-2.43110659900339e-07,0.103773631866529,sample_8
gene_587,2.47844468361678e-06,0.086445246269758,sample_8
gene_990,7.139017507133e-06,1,sample_8
gene_373,3.29724667499164e-06,1,sample_8
gene_861,2.49186159472313e-06,1,sample_8
gene_697,-5.4011344358375e-06,1,sample_8
gene_213,-5.8560734765394e-06,1,sample_8
gene_735,-1.05038211783829e-07,1,sample_8
gene_981,-5.71518209430574e-07,1,sample_8
gene_93,-9.7937867824762e-08,1,sample_8
gene_950,-0.000277339861009026,1,sample_8
gene_465,3.5066717619104e-06,1,sample_8
gene_212,1.9259995268052e-06,1,sample_8
gene_237,-4.68588704465519e-06,1,sample_8
gene_49,-9.74512605730364e-08,1,sample_8
gene_183,-1.62433471837866e-07,1,sample_8
gene_759,-1.2996791439095e-07,0.746432013057826,sample_8
gene_344,-2.12391302993865e-06,1,sample_8
gene_887,2.4324725610072e-06,1,sample_8
gene_644,-4.07404158385598e-06,1,sample_8
gene_828,2.58919945375072e-06,0.997960996730584,sample_8
gene_862,-1.68676173263741e-06,0.646617595415551,sample_8
gene_752,9.55604286200617e-06,0.0701446589384252,sample_8
gene_638,-1.36614691313278e-06,1,sample_8
gene_220,-6.45890806562577e-07,1,sample_8
gene_303,6.32055880832658e-06,0.0495268747945294,sample_8
gene_787,-9.24491976944358e-07,0.0672760299815118,sample_8
gene_760,-1.58942105872083e-06,1,sample_8
gene_272,1.16826439990535e-05,0.138817307066603,sample_8
gene_43,-2.17630903212637e-06,0.220528093615052,sample_8
gene_603,7.125703154134e-07,1,sample_8
gene_567,9.67914219704851e-06,1,sample_8
gene_893,1.73354645038297e-06,0.532600295673155,sample_8
gene_627,-3.78269461828884e-07,1,sample_8
gene_270,5.22017278285264e-07,0.935716689989599,sample_8
gene_997,6.64432571818384e-07,0.997462117204683,sample_8
gene_165,-4.1309834736278e-07,0.0490996411676643,sample_8
gene_962,7.20588941197422e-08,1,sample_8
gene_112,2.77407103302939e-06,1,sample_8
gene_889,-2.14244186379311e-05,1,sample_8
gene_73,7.88055390892881e-06,1,sample_8
gene_393,3.65474994024921e-06,1,sample_8
gene_692,2.8036958434609e-07,0.818507698187191,sample_8
gene_123,-1.64039203560641e-06,1,sample_8
gene_837,-4.13870947506348e-06,1,sample_8
gene_976,-2.45165559105223e-06,1,sample_8
gene_623,-4.97911602942409e-06,1,sample_8
gene_127,-2.79623904363339e-06,1,sample_8
gene_927,-1.49733778386011e-05,1,sample_8
gene_105,-4.64900973700277e-06,0.676042419497725,sample_8
gene_734,-1.46472035685637e-06,0.402250996653994,sample_8
gene_426,4.87140431970041e-07,1,sample_8
gene_601,-1.49845989794338e-06,0.406720260079968,sample_8
gene_8,1.08211600861931e-05,1,sample_8
gene_847,-4.92211550223444e-06,0.868772379252129,sample_8
gene_594,7.92328363452222e-06,1,sample_8
gene_474,-1.70405226160524e-06,0.00246120059203295,sample_8
gene_325,7.88406126064882e-06,1,sample_8
gene_620,1.0274043153004e-05,1,sample_8
gene_632,-2.81660644676709e-06,1,sample_8
gene_866,-1.1308960543538e-07,1,sample_8
gene_551,2.598490328038e-05,0.362020925296203,sample_8
gene_31,2.8786270085187e-06,1,sample_8
gene_527,2.76312564396818e-05,1,sample_8
gene_110,-8.41229463957368e-07,0.00737969721139745,sample_8
gene_470,-4.26998297946933e-07,0.00528166429363701,sample_8
gene_988,-9.59829004667064e-07,0.0808596319474371,sample_8
gene_399,-1.64407738600476e-07,1,sample_8
gene_389,-2.10392683461223e-06,0.102290934941016,sample_8
gene_619,-2.14142710280469e-07,0.11980075863812,sample_8
gene_747,-5.29046778944846e-06,0.440199081387957,sample_8
gene_368,-4.59478301146307e-06,0.367471980623289,sample_8
gene_808,-3.23113978474718e-06,0.915991654286359,sample_8
gene_858,-1.71300431883065e-06,1,sample_8
gene_934,2.32323709677761e-07,1,sample_8
gene_242,1.15459916000198e-07,1,sample_8
gene_949,-4.60024157312952e-07,0.210680537383213,sample_8
gene_397,7.77512950656205e-07,0.90734064671933,sample_8
gene_652,2.77874318762983e-06,0.360375922703883,sample_8
gene_292,-1.76850873930965e-06,1,sample_8
gene_579,-2.42954984128047e-06,0.430853539415294,sample_8
gene_980,-3.93190376083984e-08,1,sample_8
gene_226,1.59615843566238e-06,1,sample_8
gene_55,4.59722580119226e-06,0.350557839053357,sample_8
gene_903,1.8750337014501e-06,1,sample_8
gene_545,4.95454869282476e-06,1,sample_8
gene_574,-2.70808735062656e-06,1,sample_8
gene_431,-2.21994818084648e-07,0.781189827997133,sample_8
gene_983,-3.2877778711287e-06,0.0755447964777476,sample_8
gene_382,-1.23462626186649e-06,0.775708445324724,sample_8
gene_814,-1.32412707741903e-06,1,sample_8
gene_878,-1.17067089170496e-06,1,sample_8
gene_42,1.66053361218306e-07,0.861327902553175,sample_8
gene_628,3.13542045499527e-06,0.946023497770003,sample_8
gene_319,-2.65285479199811e-06,0.0230439605467923,sample_8
gene_268,9.50288113816383e-08,1,sample_8
gene_751,-1.96734356716038e-06,0.261827780868723,sample_8
gene_505,-7.87815117821921e-06,1,sample_8
gene_151,9.06114005731473e-07,1,sample_8
gene_205,4.60418387830371e-07,1,sample_8
gene_223,2.30881282189939e-06,1,sample_8
gene_674,-3.42243704196804e-06,1,sample_8
gene_948,2.35536757440504e-07,1,sample_8
gene_385,6.94975794212133e-05,1,sample_8
gene_380,8.75740546898281e-07,1,sample_8
gene_802,2.37256836537998e-06,1,sample_8
gene_604,7.55976012361262e-07,1,sample_8
gene_261,-8.15364378654472e-06,1,sample_8
gene_446,-4.99662995882123e-06,1,sample_8
gene_771,1.32587416601995e-05,1,sample_8
gene_360,2.56075662659393e-06,1,sample_8
gene_736,-0.000118882159232736,1,sample_8
gene_498,5.15032183963399e-07,1,sample_8
gene_171,-3.04656901319577e-05,1,sample_8
gene_979,-4.12580578229296e-06,1,sample_8
gene_108,-0.000112461386619838,1,sample_8
gene_128,2.70112169990647e-06,1,sample_8
gene_279,-2.1490186371545e-06,1,sample_8
gene_363,9.25527824982836e-06,1,sample_8
gene_881,2.90013259112849e-06,1,sample_8
gene_756,2.50368738089879e-06,1,sample_8
gene_59,0.725140735528766,1,sample_8
gene_677,9.93154902806897e-06,0.983195819695024,sample_8
gene_819,7.38900771152421e-06,1,sample_8
gene_738,4.68536355114145e-06,1,sample_8
gene_476,9.19466113502204e-06,1,sample_8
gene_536,-2.24846226694496e-07,1,sample_8
gene_109,2.13561423711252e-06,1,sample_8
gene_726,8.20581471691523e-06,1,sample_8
gene_707,6.50102468883036e-06,1,sample_8
gene_598,7.32214916238653e-06,1,sample_8
gene_323,5.63812468841482e-06,1,sample_8
gene_243,2.0992110070058e-05,1,sample_8
gene_575,-8.96486176326834e-05,1,sample_8
gene_21,0.687707685808401,1,sample_8
gene_991,1.9883393551225e-06,1,sample_8
gene_569,1.4564040309327e-05,1,sample_8
gene_616,1.61794903752357e-06,1,sample_8
gene_612,-1.49904630986706e-06,1,sample_8
gene_973,7.19104019499619e-06,1,sample_8
gene_196,8.55989873799079e-06,1,sample_8
gene_479,0.000116641851916566,9.49339998710487e-05,sample_8
gene_400,8.09127409752948e-07,1,sample_8
gene_691,-4.15245232598131e-07,1,sample_8
gene_705,1.26753789988508e-06,1,sample_8
gene_84,-6.90865699197615e-08,1,sample_8
gene_613,5.11845138057231e-06,1,sample_8
gene_606,2.9775075254133e-06,1,sample_8
gene_254,4.53344974319827e-06,0.354215588764271,sample_8
gene_667,-2.13675774520114e-07,1,sample_8
gene_518,5.63181856150002e-07,0.955418072661225,sample_8
gene_204,7.26861288990452e-08,1,sample_8
gene_634,-2.38905074335915e-06,1,sample_8
gene_280,1.75851284462175e-06,1,sample_8
gene_306,2.28326847817769e-05,0.175949102339064,sample_8
gene_336,-6.41775983035028e-06,1,sample_8
gene_357,-2.14011441106295e-06,1,sample_8
gene_514,-1.38723128978655e-05,1,sample_8
gene_3,-3.01658731820731e-06,1,sample_8
gene_637,-6.39836659104747e-08,1,sample_8
gene_696,5.20211732202482e-06,1,sample_8
gene_605,1.26779752068303e-05,1,sample_8
gene_403,-5.07640480194233e-06,1,sample_8
gene_562,3.73799384595865e-06,0.266823846530677,sample_8
gene_273,5.47699068913493e-06,1,sample_8
gene_464,2.85815096657738e-08,1,sample_8
gene_968,1.09006886920092e-07,1,sample_8
gene_581,6.91289013804824e-07,1,sample_8
gene_946,2.62355919705688e-07,1,sample_8
gene_100,9.12993524288657e-07,1,sample_8
gene_329,-2.71807774778051e-08,1,sample_8
gene_366,-1.87849088630336e-06,0.231238944638973,sample_8
gene_693,1.1833837050239e-07,1,sample_8
gene_252,9.00483838057583e-06,1,sample_8
gene_939,1.00386822282852e-06,1,sample_8
gene_972,-6.28500439547435e-08,1,sample_8
gene_408,-2.4227441123429e-07,0.630550952486157,sample_8
gene_267,-1.79816209876396e-05,1,sample_8
gene_75,-7.17848473959559e-07,1,sample_8
gene_556,-8.26898328551663e-06,0.4520898827474,sample_8
gene_967,-8.16199357425171e-06,1,sample_8
gene_960,-6.95212649007696e-06,1,sample_8
gene_553,-9.2069225997992e-07,1,sample_8
gene_540,-2.24301671235564e-06,0.194975291240344,sample_8
gene_428,4.62915770592076e-06,1,sample_8
gene_767,7.87000009886e-06,1,sample_8
gene_459,-5.98061192606351e-06,0.0582330006472793,sample_8
gene_954,8.76486387131624e-06,1,sample_8
gene_121,-1.0359883161487e-05,1,sample_8
gene_48,8.50615256310782e-06,1,sample_8
gene_965,3.37405443390437e-07,1,sample_8
gene_812,7.44248407940084e-05,1,sample_8
gene_179,-3.50436506360577e-06,1,sample_8
gene_248,1.05042768655138e-06,1,sample_8
gene_167,-2.81127413535792e-07,1,sample_8
gene_624,6.99958448523698e-06,1,sample_8
gene_467,5.24206397317551e-07,1,sample_8
gene_290,-2.7979672628367e-06,0.86811027306689,sample_8
gene_516,-1.51091540176163e-06,1,sample_8
gene_22,-8.24940727353432e-06,1,sample_8
gene_435,-1.56768626152581e-06,0.0167082796765434,sample_8
gene_709,-1.72890156614068e-07,1,sample_8
gene_669,1.13622589063637e-06,1,sample_8
gene_101,-3.18860868994711e-08,1,sample_8
gene_763,9.25956964475257e-06,1,sample_8
gene_264,-1.35024627612265e-07,1,sample_8
gene_281,-1.71258419931815e-07,0.645499413904963,sample_8
gene_423,-2.6897058407414e-06,0.0572945617595948,sample_8
gene_998,-6.33797268922306e-07,0.231747957063695,sample_8
gene_495,-6.70910365170153e-06,1,sample_8
gene_159,-1.0007389456584e-06,1,sample_8
gene_806,-1.00580541062811e-06,0.876345875356513,sample_8
gene_714,-1.07048236135788e-05,1,sample_8
gene_18,2.56337778383685e-07,1,sample_8
gene_757,-3.24872072711088e-06,1,sample_8
gene_715,-3.57461955894434e-06,1,sample_8
gene_206,1.37214800878273e-05,0.737909882727397,sample_8
gene_358,-3.22326750357473e-07,0.994506873121242,sample_8
gene_525,1.28556243448189e-06,1,sample_8
gene_754,4.4505568078656e-06,1,sample_8
gene_673,9.89600152564418e-06,1,sample_8
gene_586,3.32070511702161e-05,1,sample_8
gene_345,1.36575908563921e-05,0.343796328627877,sample_8
gene_855,-2.14976608094317e-07,1,sample_8
gene_310,-5.00643208747426e-08,1,sample_8
gene_654,-6.48721926477369e-07,1,sample_8
gene_149,6.84489960909965e-06,1,sample_8
gene_234,1.55707978562436e-06,0.565591425076531,sample_8
gene_71,-1.00730646082353e-06,0.883432126142159,sample_8
gene_198,-1.0579968081265e-06,1,sample_8
gene_913,-3.04054209525094e-06,0.379468957089698,sample_8
gene_156,3.66807679228628e-06,1,sample_8
gene_33,-1.57912430315464e-06,0.682768068424599,sample_8
gene_317,-1.19442106457715e-06,0.985052817765139,sample_8
gene_961,-8.48470069997174e-07,0.000596134328572849,sample_8
gene_433,-1.58231529873073e-05,1,sample_8
gene_395,-3.29984731947676e-06,1,sample_8
gene_481,3.38002894374164e-06,1,sample_8
gene_642,-2.32469858398488e-06,1,sample_8
gene_321,-2.34084434239101e-06,0.0821583005129189,sample_8
gene_635,-5.31427092017783e-06,1,sample_8
gene_354,7.99967419141886e-07,1,sample_8
gene_831,1.13244430451635e-05,0.839532323754461,sample_8
gene_857,6.20806991471333e-06,0.893723027867437,sample_8
gene_722,-2.29266063321793e-06,0.829851337305663,sample_8
gene_282,-4.25324469741908e-06,0.0202206554163426,sample_8
gene_2,4.43079641131885e-06,0.741845170467132,sample_8
gene_890,5.14249203710194e-06,0.834813321855606,sample_8
gene_713,-3.93212493084826e-06,0.0673765102672237,sample_8
gene_168,-1.8314171031232e-06,0.119515407992926,sample_8
gene_82,4.03739738665287e-06,1,sample_8
gene_547,2.31844663250079e-07,0.972765833678086,sample_8
gene_874,6.95229370663704e-07,1,sample_8
gene_218,3.19635614790585e-08,1,sample_8
gene_486,-2.39605656683571e-07,1,sample_8
gene_917,7.10056192886769e-07,1,sample_8
gene_457,9.62564605332847e-07,1,sample_8
gene_602,-4.80485750188459e-06,1,sample_8
gene_724,-4.72166179953431e-06,1,sample_8
gene_766,6.3169045961133e-06,1,sample_8
gene_322,3.77739814981736e-06,1,sample_8
gene_46,1.59611717678916e-06,1,sample_8
gene_920,6.19553744750545e-05,1,sample_8
gene_172,-3.97879367259774e-06,0.292126546120869,sample_8
gene_401,-2.10688352929985e-05,1,sample_8
gene_895,0.000124819466115686,1,sample_8
gene_452,-1.51644248909613e-06,1,sample_8
gene_729,-2.88974872059804e-06,1,sample_8
gene_743,-4.25391391978203e-06,1,sample_8
gene_240,7.02799325717045e-06,1,sample_8
gene_300,6.06092718799572e-07,1,sample_8
gene_146,2.12639449285405e-06,1,sample_8
gene_730,1.23897123416076e-05,1,sample_8
gene_748,1.43183066765848e-05,1,sample_8
gene_293,3.32046172122764e-06,0.909732937179209,sample_8
gene_36,6.03250868842043e-06,0.867233117675188,sample_8
gene_576,1.78434769376093e-06,1,sample_8
gene_402,-5.61764768227207e-06,1,sample_8
gene_244,-1.77828772613528e-07,0.626208955771424,sample_8
gene_154,-1.4794033892471e-08,1,sample_8
gene_852,-1.04457221610483e-05,0.853560387013437,sample_8
gene_611,-1.87656340832526e-06,0.125248272151588,sample_8
gene_164,-6.51749355122822e-07,0.0902159753551027,sample_8
gene_524,-1.81972102431986e-06,0.69953951809743,sample_8
gene_538,-1.85088139709978e-06,0.803043671577531,sample_8
gene_429,-2.08560292429274e-07,1,sample_8
gene_316,1.56402079796446e-06,1,sample_8
gene_91,-4.58666500108278e-06,1,sample_8
gene_902,-2.98411086660454e-07,1,sample_8
gene_17,4.88690616518159e-07,1,sample_8
gene_593,-3.4474602772528e-06,1,sample_8
gene_629,-2.24962468512523e-06,1,sample_8
gene_519,0.614378762325911,1,sample_8
gene_263,-4.59314525536979e-06,1,sample_8
gene_493,1.05609875174595e-07,1,sample_8
gene_836,3.55242134264143e-06,1,sample_8
gene_892,-3.28531518066421e-06,0.00294363878513538,sample_8
gene_922,-7.9683813477808e-06,0.139426982633187,sample_8
gene_83,-2.65931362186848e-06,1,sample_8
gene_549,-1.68070967533749e-06,1,sample_8
gene_209,1.17812385865398e-06,0.94434478175551,sample_8
gene_269,-4.19095376821239e-06,1,sample_8
gene_695,-9.43603683435975e-06,0.163705998906366,sample_8
gene_406,2.01114160103015e-06,1,sample_8
gene_740,3.11379263410744e-06,1,sample_8
gene_727,4.98232079344552e-06,1,sample_8
gene_1000,7.6568543601119e-06,1,sample_8
gene_140,2.03961845946144e-06,1,sample_8
gene_219,6.13244439936903e-06,1,sample_8
gene_491,7.70991422247707e-06,1,sample_8
gene_262,-2.70580454760239e-06,0.82992639311888,sample_8
gene_564,-7.20281163119745e-07,0.00199681841387451,sample_8
gene_824,-4.090319850683e-05,1,sample_8
gene_643,-2.1320975077848e-06,0.434381609755822,sample_8
gene_120,2.02637648707687e-06,0.877242121046021,sample_8
gene_563,4.27049887283172e-06,1,sample_8
gene_768,-3.06502018988728e-07,1,sample_8
gene_558,-3.540625614027e-07,0.871163326598505,sample_8
gene_512,6.82422047401751e-06,1,sample_8
gene_147,1.5304277875804e-05,1,sample_8
gene_454,-4.371158909958e-05,1,sample_8
gene_744,-7.39326206792823e-07,1,sample_8
gene_477,-5.07433323021513e-06,0.231527812640184,sample_8
gene_25,1.51749808994216e-06,1,sample_8
gene_969,-0.000174068924219135,1,sample_8
gene_996,-6.50930796549206e-05,1,sample_8
gene_194,-4.20259390061343e-06,1,sample_8
gene_132,-4.13100088582096e-06,1,sample_8
gene_494,-6.75780363326127e-06,1,sample_8
gene_190,-2.86819608970295e-06,1,sample_8
gene_647,2.79403332810738e-05,1,sample_8
gene_463,-5.03789538292803e-06,1,sample_8
gene_222,-0.000516873441805841,0.357154645851191,sample_8
gene_492,-3.5003246816749e-06,1,sample_8
gene_656,1.11248726667072e-05,0.484769044980634,sample_8
gene_297,1.30380621392587e-07,1,sample_8
gene_785,-3.0138988091269e-06,1,sample_8
gene_86,-2.13465013946704e-06,0.566954947984919,sample_8
gene_770,4.2821806353754e-06,1,sample_8
gene_963,-2.60212278286094e-06,1,sample_8
gene_681,6.97818481589318e-07,1,sample_8
gene_362,6.81641835012605e-06,1,sample_8
gene_912,-1.2326445427249e-06,0.836018071562442,sample_8
gene_444,6.8167308598526e-06,1,sample_8
gene_897,1.18836610271649e-06,1,sample_8
gene_173,-3.35046430688598e-06,1,sample_8
gene_217,-1.13273830014993e-05,1,sample_8
gene_856,2.52185173601667e-06,1,sample_8
gene_679,-5.92698832104649e-06,1,sample_8
gene_257,3.6953783036199e-06,1,sample_8
gene_790,-3.23278758072184e-07,1,sample_8
gene_725,1.41520266116869e-06,1,sample_8
gene_807,-1.46275332730765e-06,1,sample_8
gene_45,1.8942993678462e-06,1,sample_8
gene_955,1.19438530949879e-06,1,sample_8
gene_687,6.02181415022438e-06,1,sample_8
gene_94,-2.01231719635657e-07,1,sample_8
gene_678,3.45387839297858e-07,1,sample_8
gene_490,1.39054867875466e-07,1,sample_8
gene_719,3.1050558696933e-06,0.743113289469451,sample_8
gene_947,4.33060411364716e-07,1,sample_8
gene_202,-2.5721830770392e-06,1,sample_8
gene_142,-1.13126517980629e-07,1,sample_8
